Population,Plant,Trait,TransplantSite,TraitValue
Mather,3778-12,NumStems,Timberline,0
Mather,3778-13,StemLength,Stanford,64
Mather,3778-13,StemLength,Mather,89
Mather,3778-13,StemLength,Timberline,28
Mather,3778-13,NumStems,Stanford,3
Mather,3778-13,NumStems,Mather,16.3
Mather,3778-13,NumStems,Timberline,0.3
Mather,3778-14,StemLength,Stanford,80
Mather,3778-14,StemLength,Mather,95
Mather,3778-14,StemLength,Timberline,0
Mather,3778-14,NumStems,Stanford,1
Mather,3778-14,NumStems,Mather,19
Mather,3778-14,NumStems,Timberline,0
Mather,3778-15,StemLength,Stanford,82
Mather,3778-15,StemLength,Mather,79
Mather,3778-15,StemLength,Timberline,36
Mather,3778-15,NumStems,Stanford,8
Mather,3778-15,NumStems,Mather,30.7
Mather,3778-15,NumStems,Timberline,1.7
Mather,3778-16,StemLength,Stanford,84
Mather,3778-16,StemLength,Mather,82
Mather,3778-16,StemLength,Timberline,26
Mather,3778-16,NumStems,Stanford,3
Mather,3778-16,NumStems,Mather,18.7
Mather,3778-16,NumStems,Timberline,0.3
Mather,3778-17,StemLength,Stanford,88
Mather,3778-17,StemLength,Mather,94
Mather,3778-17,StemLength,Timberline,0
Mather,3778-17,NumStems,Stanford,16
Mather,3778-17,NumStems,Mather,48
Mather,3778-17,NumStems,Timberline,0
Mather,3778-18,StemLength,Stanford,72
Mather,3778-18,StemLength,Mather,86
Mather,3778-18,StemLength,Timberline,45
Mather,3778-18,NumStems,Stanford,6.5
Mather,3778-18,NumStems,Mather,18.7
Mather,3778-18,NumStems,Timberline,1.7
Mather,3778-19,StemLength,Stanford,60
Mather,3778-19,StemLength,Mather,78
Mather,3778-19,StemLength,Timberline,0
Mather,3778-19,NumStems,Stanford,6
Mather,3778-19,NumStems,Mather,19.7
Mather,3778-19,NumStems,Timberline,0
Mather,3778-20,StemLength,Stanford,50
Mather,3778-20,StemLength,Mather,72
Mather,3778-20,StemLength,Timberline,0
Mather,3778-20,NumStems,Stanford,7.5
Mather,3778-20,NumStems,Mather,57.7
Mather,3778-20,NumStems,Timberline,0
Mather,3778-21,StemLength,Stanford,80
Mather,3778-21,StemLength,Mather,81
Mather,3778-21,StemLength,Timberline,44
Mather,3778-21,NumStems,Stanford,3.5
Mather,3778-21,NumStems,Mather,11.3
Mather,3778-21,NumStems,Timberline,1
Mather,3778-22,StemLength,Stanford,69
Mather,3778-22,StemLength,Mather,0
Mather,3778-22,StemLength,Timberline,25
Mather,3778-22,NumStems,Stanford,0
Mather,3778-22,NumStems,Mather,0
Mather,3778-22,NumStems,Timberline,0.7
Mather,3778-24,StemLength,Stanford,84
Mather,3778-24,StemLength,Mather,97
Mather,3778-24,StemLength,Timberline,0
Mather,3778-24,NumStems,Stanford,5.5
Mather,3778-24,NumStems,Mather,49
Mather,3778-24,NumStems,Timberline,0
Mather,3778-25,StemLength,Stanford,76
Mather,3778-25,StemLength,Mather,80
Mather,3778-25,StemLength,Timberline,40
Mather,3778-25,NumStems,Stanford,0.5
Mather,3778-25,NumStems,Mather,37.3
Mather,3778-25,NumStems,Timberline,3
Mather,3778-26,StemLength,Stanford,98
Mather,3778-26,StemLength,Mather,93
Mather,3778-26,StemLength,Timberline,44
Mather,3778-26,NumStems,Stanford,4
Mather,3778-26,NumStems,Mather,44.7
Mather,3778-26,NumStems,Timberline,4.7
Mather,3778-27,StemLength,Stanford,72
Mather,3778-27,StemLength,Mather,79
Mather,3778-27,StemLength,Timberline,0
Mather,3778-27,NumStems,Stanford,7.5
Mather,3778-27,NumStems,Mather,30
Mather,3778-27,NumStems,Timberline,0
Mather,3778-28,StemLength,Stanford,82
Mather,3778-28,StemLength,Mather,83
Mather,3778-28,StemLength,Timberline,56
Mather,3778-28,NumStems,Stanford,12.5
Mather,3778-28,NumStems,Mather,15
Mather,3778-28,NumStems,Timberline,1
Mather,3778-29,StemLength,Stanford,72
Mather,3778-29,StemLength,Mather,50
Mather,3778-29,StemLength,Timberline,30
Mather,3778-29,NumStems,Stanford,5
Mather,3778-29,NumStems,Mather,5.7
Mather,3778-29,NumStems,Timberline,0.7
Mather,3778-30,StemLength,Stanford,90
Mather,3778-30,StemLength,Mather,78
Mather,3778-30,StemLength,Timberline,0
Mather,3778-30,NumStems,Stanford,5
Mather,3778-30,NumStems,Mather,20.3
Mather,3778-30,NumStems,Timberline,0
Mather,3778-31,StemLength,Stanford,62
Mather,3778-31,StemLength,Mather,82
Mather,3778-31,StemLength,Timberline,18
Mather,3778-31,NumStems,Stanford,3.5
Mather,3778-31,NumStems,Mather,26.3
Mather,3778-31,NumStems,Timberline,1
SanGregorio,3777-1,StemLength,Stanford,111
SanGregorio,3777-1,StemLength,Mather,70
SanGregorio,3777-1,StemLength,Timberline,0
SanGregorio,3777-1,NumStems,Stanford,15
SanGregorio,3777-1,NumStems,Mather,2.7
SanGregorio,3777-1,NumStems,Timberline,0
SanGregorio,3777-2,StemLength,Stanford,110
SanGregorio,3777-2,StemLength,Mather,80
SanGregorio,3777-2,StemLength,Timberline,0
SanGregorio,3777-2,NumStems,Stanford,39
SanGregorio,3777-2,NumStems,Mather,40
SanGregorio,3777-2,NumStems,Timberline,0
SanGregorio,3777-3,StemLength,Stanford,113
SanGregorio,3777-3,StemLength,Mather,58
SanGregorio,3777-3,StemLength,Timberline,0
SanGregorio,3777-3,NumStems,Stanford,25.5
SanGregorio,3777-3,NumStems,Mather,14.3
SanGregorio,3777-3,NumStems,Timberline,0
SanGregorio,3777-4,StemLength,Stanford,101
SanGregorio,3777-4,StemLength,Mather,57
SanGregorio,3777-4,StemLength,Timberline,0
SanGregorio,3777-4,NumStems,Stanford,28.5
SanGregorio,3777-4,NumStems,Mather,22.3
SanGregorio,3777-4,NumStems,Timberline,0
SanGregorio,3777-5,StemLength,Stanford,115
SanGregorio,3777-5,StemLength,Mather,69
SanGregorio,3777-5,StemLength,Timberline,0
SanGregorio,3777-5,NumStems,Stanford,76.5
SanGregorio,3777-5,NumStems,Mather,30.3
SanGregorio,3777-5,NumStems,Timberline,0
SanGregorio,3777-6,StemLength,Stanford,98
SanGregorio,3777-6,StemLength,Mather,71
SanGregorio,3777-6,StemLength,Timberline,0
SanGregorio,3777-6,NumStems,Stanford,39.5
SanGregorio,3777-6,NumStems,Mather,30
SanGregorio,3777-6,NumStems,Timberline,0
SanGregorio,3777-7,StemLength,Stanford,96
SanGregorio,3777-7,StemLength,Mather,51
SanGregorio,3777-7,StemLength,Timberline,0
SanGregorio,3777-7,NumStems,Stanford,25.5
SanGregorio,3777-7,NumStems,Mather,25.7
SanGregorio,3777-7,NumStems,Timberline,0
SanGregorio,3777-8,StemLength,Stanford,91
SanGregorio,3777-8,StemLength,Mather,48
SanGregorio,3777-8,StemLength,Timberline,0
SanGregorio,3777-8,NumStems,Stanford,18
SanGregorio,3777-8,NumStems,Mather,22.3
SanGregorio,3777-8,NumStems,Timberline,0
SanGregorio,3777-9,StemLength,Stanford,116
SanGregorio,3777-9,StemLength,Mather,52
SanGregorio,3777-9,StemLength,Timberline,0
SanGregorio,3777-9,NumStems,Stanford,17.5
SanGregorio,3777-9,NumStems,Mather,14.3
SanGregorio,3777-9,NumStems,Timberline,0
SanGregorio,3777-10,StemLength,Stanford,83
SanGregorio,3777-10,StemLength,Mather,74
SanGregorio,3777-10,StemLength,Timberline,0
SanGregorio,3777-10,NumStems,Stanford,26.5
SanGregorio,3777-10,NumStems,Mather,43.3
SanGregorio,3777-10,NumStems,Timberline,0
SanGregorio,3777-11,StemLength,Stanford,79
SanGregorio,3777-11,StemLength,Mather,53
SanGregorio,3777-11,StemLength,Timberline,0
SanGregorio,3777-11,NumStems,Stanford,35.5
SanGregorio,3777-11,NumStems,Mather,10
SanGregorio,3777-11,NumStems,Timberline,0
SanGregorio,3777-12,StemLength,Stanford,99
SanGregorio,3777-12,StemLength,Mather,58
SanGregorio,3777-12,StemLength,Timberline,0
SanGregorio,3777-12,NumStems,Stanford,34.5
SanGregorio,3777-12,NumStems,Mather,8.7
SanGregorio,3777-12,NumStems,Timberline,0
SanGregorio,3777-13,StemLength,Stanford,122
SanGregorio,3777-13,StemLength,Mather,45
SanGregorio,3777-13,StemLength,Timberline,0
SanGregorio,3777-13,NumStems,Stanford,26.5
SanGregorio,3777-13,NumStems,Mather,11
SanGregorio,3777-13,NumStems,Timberline,0
SanGregorio,3777-14,StemLength,Stanford,120
SanGregorio,3777-14,StemLength,Mather,84
SanGregorio,3777-14,StemLength,Timberline,0
SanGregorio,3777-14,NumStems,Stanford,65
SanGregorio,3777-14,NumStems,Mather,22.3
SanGregorio,3777-14,NumStems,Timberline,0
SanGregorio,3777-15,StemLength,Stanford,115
SanGregorio,3777-15,StemLength,Mather,59
SanGregorio,3777-15,StemLength,Timberline,0
SanGregorio,3777-15,NumStems,Stanford,35.5
SanGregorio,3777-15,NumStems,Mather,12
SanGregorio,3777-15,NumStems,Timberline,0
SanGregorio,3777-16,StemLength,Stanford,109
SanGregorio,3777-16,StemLength,Mather,0
SanGregorio,3777-16,StemLength,Timberline,0
SanGregorio,3777-16,NumStems,Stanford,23.5
SanGregorio,3777-16,NumStems,Mather,0
SanGregorio,3777-16,NumStems,Timberline,0
SanGregorio,3777-17,StemLength,Stanford,96
SanGregorio,3777-17,StemLength,Mather,0
SanGregorio,3777-17,StemLength,Timberline,0
SanGregorio,3777-17,NumStems,Stanford,58.5
SanGregorio,3777-17,NumStems,Mather,0
SanGregorio,3777-17,NumStems,Timberline,0
SanGregorio,3777-18,StemLength,Stanford,84
SanGregorio,3777-18,StemLength,Mather,0
SanGregorio,3777-18,StemLength,Timberline,0
SanGregorio,3777-18,NumStems,Stanford,38
SanGregorio,3777-18,NumStems,Mather,0
SanGregorio,3777-18,NumStems,Timberline,0
SanGregorio,3777-19,StemLength,Stanford,96
SanGregorio,3777-19,StemLength,Mather,37
SanGregorio,3777-19,StemLength,Timberline,0
SanGregorio,3777-19,NumStems,Stanford,24
SanGregorio,3777-19,NumStems,Mather,34
SanGregorio,3777-19,NumStems,Timberline,0
SanGregorio,3777-20,StemLength,Stanford,70
SanGregorio,3777-20,StemLength,Mather,44
SanGregorio,3777-20,StemLength,Timberline,0
SanGregorio,3777-20,NumStems,Stanford,13.5
SanGregorio,3777-20,NumStems,Mather,6.7
SanGregorio,3777-20,NumStems,Timberline,0
SanGregorio,3777-21,StemLength,Stanford,116
SanGregorio,3777-21,StemLength,Mather,73
SanGregorio,3777-21,StemLength,Timberline,0
SanGregorio,3777-21,NumStems,Stanford,48.5
SanGregorio,3777-21,NumStems,Mather,15.3
SanGregorio,3777-21,NumStems,Timberline,0
SanGregorio,3777-22,StemLength,Stanford,108
SanGregorio,3777-22,StemLength,Mather,71
SanGregorio,3777-22,StemLength,Timberline,0
SanGregorio,3777-22,NumStems,Stanford,36
SanGregorio,3777-22,NumStems,Mather,24.3
SanGregorio,3777-22,NumStems,Timberline,0
SanGregorio,3777-23,StemLength,Stanford,109
SanGregorio,3777-23,StemLength,Mather,56
SanGregorio,3777-23,StemLength,Timberline,0
SanGregorio,3777-23,NumStems,Stanford,24
SanGregorio,3777-23,NumStems,Mather,20.3
SanGregorio,3777-23,NumStems,Timberline,0
SanGregorio,3777-24,StemLength,Stanford,119
SanGregorio,3777-24,StemLength,Mather,71
SanGregorio,3777-24,StemLength,Timberline,0
SanGregorio,3777-24,NumStems,Stanford,24.5
SanGregorio,3777-24,NumStems,Mather,41.3
SanGregorio,3777-24,NumStems,Timberline,0
SanGregorio,3777-25,StemLength,Stanford,88
SanGregorio,3777-25,StemLength,Mather,63
SanGregorio,3777-25,StemLength,Timberline,0
SanGregorio,3777-25,NumStems,Stanford,18
SanGregorio,3777-25,NumStems,Mather,25.7
SanGregorio,3777-25,NumStems,Timberline,0
SanGregorio,3777-26,StemLength,Stanford,97
SanGregorio,3777-26,StemLength,Mather,73
SanGregorio,3777-26,StemLength,Timberline,0
SanGregorio,3777-26,NumStems,Stanford,15.5
SanGregorio,3777-26,NumStems,Mather,12.3
SanGregorio,3777-26,NumStems,Timberline,0
SanGregorio,3777-27,StemLength,Stanford,65
SanGregorio,3777-27,StemLength,Mather,61
SanGregorio,3777-27,StemLength,Timberline,0
SanGregorio,3777-27,NumStems,Stanford,21
SanGregorio,3777-27,NumStems,Mather,27.3
SanGregorio,3777-27,NumStems,Timberline,0
SanGregorio,3777-28,StemLength,Stanford,78
SanGregorio,3777-28,StemLength,Mather,38
SanGregorio,3777-28,StemLength,Timberline,0
SanGregorio,3777-28,NumStems,Stanford,23.5
SanGregorio,3777-28,NumStems,Mather,11
SanGregorio,3777-28,NumStems,Timberline,0
SanGregorio,3777-29,StemLength,Stanford,0.75
SanGregorio,3777-29,StemLength,Mather,46
SanGregorio,3777-29,StemLength,Timberline,0
SanGregorio,3777-29,NumStems,Stanford,21
SanGregorio,3777-29,NumStems,Mather,14.7
SanGregorio,3777-29,NumStems,Timberline,0
SanGregorio,3777-30,StemLength,Stanford,63
SanGregorio,3777-30,StemLength,Mather,45
SanGregorio,3777-30,StemLength,Timberline,0
SanGregorio,3777-30,NumStems,Stanford,29
SanGregorio,3777-30,NumStems,Mather,34.7
SanGregorio,3777-30,NumStems,Timberline,0
TenayaLake,3971-1,StemLength,Stanford,35
TenayaLake,3971-1,StemLength,Mather,0
TenayaLake,3971-1,StemLength,Timberline,34
TenayaLake,3971-1,NumStems,Stanford,7
TenayaLake,3971-1,NumStems,Mather,0
TenayaLake,3971-1,NumStems,Timberline,4.3
TenayaLake,3971-2,StemLength,Stanford,44
TenayaLake,3971-2,StemLength,Mather,33
TenayaLake,3971-2,StemLength,Timberline,32
TenayaLake,3971-2,NumStems,Stanford,5.3
TenayaLake,3971-2,NumStems,Mather,2.3
TenayaLake,3971-2,NumStems,Timberline,3
TenayaLake,3971-3,StemLength,Stanford,43
TenayaLake,3971-3,StemLength,Mather,23
TenayaLake,3971-3,StemLength,Timberline,31
TenayaLake,3971-3,NumStems,Stanford,11.7
TenayaLake,3971-3,NumStems,Mather,0.7
TenayaLake,3971-3,NumStems,Timberline,2.3
TenayaLake,3971-4,StemLength,Stanford,52
TenayaLake,3971-4,StemLength,Mather,25
TenayaLake,3971-4,StemLength,Timberline,46
TenayaLake,3971-4,NumStems,Stanford,4.3
TenayaLake,3971-4,NumStems,Mather,1
TenayaLake,3971-4,NumStems,Timberline,3
TenayaLake,3971-5,StemLength,Stanford,42
TenayaLake,3971-5,StemLength,Mather,33
TenayaLake,3971-5,StemLength,Timberline,35
TenayaLake,3971-5,NumStems,Stanford,2.3
TenayaLake,3971-5,NumStems,Mather,2
TenayaLake,3971-5,NumStems,Timberline,1.3
TenayaLake,3971-6,StemLength,Stanford,38
TenayaLake,3971-6,StemLength,Mather,29
TenayaLake,3971-6,StemLength,Timberline,30
TenayaLake,3971-6,NumStems,Stanford,37.7
TenayaLake,3971-6,NumStems,Mather,5.5
TenayaLake,3971-6,NumStems,Timberline,6.7
TenayaLake,3971-7,StemLength,Stanford,31
TenayaLake,3971-7,StemLength,Mather,21
TenayaLake,3971-7,StemLength,Timberline,31
TenayaLake,3971-7,NumStems,Stanford,15.3
TenayaLake,3971-7,NumStems,Mather,11
TenayaLake,3971-7,NumStems,Timberline,3.3
TenayaLake,3971-8,StemLength,Stanford,43
TenayaLake,3971-8,StemLength,Mather,46
TenayaLake,3971-8,StemLength,Timberline,45
TenayaLake,3971-8,NumStems,Stanford,15.7
TenayaLake,3971-8,NumStems,Mather,4.7
TenayaLake,3971-8,NumStems,Timberline,2.7
TenayaLake,3971-9,StemLength,Stanford,31
TenayaLake,3971-9,StemLength,Mather,32
TenayaLake,3971-9,StemLength,Timberline,36
TenayaLake,3971-9,NumStems,Stanford,0.3
TenayaLake,3971-9,NumStems,Mather,1.7
TenayaLake,3971-9,NumStems,Timberline,2.3
TenayaLake,3971-10,StemLength,Stanford,37
TenayaLake,3971-10,StemLength,Mather,18
TenayaLake,3971-10,StemLength,Timberline,35
TenayaLake,3971-10,NumStems,Stanford,11.3
TenayaLake,3971-10,NumStems,Mather,0.7
TenayaLake,3971-10,NumStems,Timberline,3.3
TenayaLake,3971-11,StemLength,Stanford,33
TenayaLake,3971-11,StemLength,Mather,36
TenayaLake,3971-11,StemLength,Timberline,36
TenayaLake,3971-11,NumStems,Stanford,3.7
TenayaLake,3971-11,NumStems,Mather,3.7
TenayaLake,3971-11,NumStems,Timberline,5
TenayaLake,3971-12,StemLength,Stanford,12
TenayaLake,3971-12,StemLength,Mather,24
TenayaLake,3971-12,StemLength,Timberline,19
TenayaLake,3971-12,NumStems,Stanford,0.7
TenayaLake,3971-12,NumStems,Mather,2
TenayaLake,3971-12,NumStems,Timberline,3.7
TenayaLake,3971-13,StemLength,Stanford,44
TenayaLake,3971-13,StemLength,Mather,33
TenayaLake,3971-13,StemLength,Timberline,30
TenayaLake,3971-13,NumStems,Stanford,17.7
TenayaLake,3971-13,NumStems,Mather,11.7
TenayaLake,3971-13,NumStems,Timberline,4
TenayaLake,3971-14,StemLength,Stanford,29
TenayaLake,3971-14,StemLength,Mather,40
TenayaLake,3971-14,StemLength,Timberline,40
TenayaLake,3971-14,NumStems,Stanford,0.7
TenayaLake,3971-14,NumStems,Mather,9
TenayaLake,3971-14,NumStems,Timberline,9.3
TenayaLake,3971-15,StemLength,Stanford,37
TenayaLake,3971-15,StemLength,Mather,33
TenayaLake,3971-15,StemLength,Timberline,32
TenayaLake,3971-15,NumStems,Stanford,10
TenayaLake,3971-15,NumStems,Mather,5
TenayaLake,3971-15,NumStems,Timberline,6.3
TenayaLake,3971-16,StemLength,Stanford,21
TenayaLake,3971-16,StemLength,Mather,24
TenayaLake,3971-16,StemLength,Timberline,30
TenayaLake,3971-16,NumStems,Stanford,3
TenayaLake,3971-16,NumStems,Mather,3
TenayaLake,3971-16,NumStems,Timberline,2.3
TenayaLake,3971-17,StemLength,Stanford,44
TenayaLake,3971-17,StemLength,Mather,52
TenayaLake,3971-17,StemLength,Timberline,36
TenayaLake,3971-17,NumStems,Stanford,14
TenayaLake,3971-17,NumStems,Mather,13.3
TenayaLake,3971-17,NumStems,Timberline,3.7
TenayaLake,3971-18,StemLength,Stanford,29
TenayaLake,3971-18,StemLength,Mather,30
TenayaLake,3971-18,StemLength,Timberline,45
TenayaLake,3971-18,NumStems,Stanford,7.3
TenayaLake,3971-18,NumStems,Mather,9
TenayaLake,3971-18,NumStems,Timberline,3
TenayaLake,3971-19,StemLength,Stanford,25
TenayaLake,3971-19,StemLength,Mather,28
TenayaLake,3971-19,StemLength,Timberline,24
TenayaLake,3971-19,NumStems,Stanford,4.3
TenayaLake,3971-19,NumStems,Mather,0.5
TenayaLake,3971-19,NumStems,Timberline,4.3
TenayaLake,3971-20,StemLength,Stanford,28
TenayaLake,3971-20,StemLength,Mather,48
TenayaLake,3971-20,StemLength,Timberline,38
TenayaLake,3971-20,NumStems,Stanford,8.7
TenayaLake,3971-20,NumStems,Mather,22
TenayaLake,3971-20,NumStems,Timberline,7.3
TenayaLake,3971-21,StemLength,Stanford,20
TenayaLake,3971-21,StemLength,Mather,31
TenayaLake,3971-21,StemLength,Timberline,29
TenayaLake,3971-21,NumStems,Stanford,0.7
TenayaLake,3971-21,NumStems,Mather,4
TenayaLake,3971-21,NumStems,Timberline,1.7
TenayaLake,3971-22,StemLength,Stanford,29
TenayaLake,3971-22,StemLength,Mather,34
TenayaLake,3971-22,StemLength,Timberline,29
TenayaLake,3971-22,NumStems,Stanford,7.3
TenayaLake,3971-22,NumStems,Mather,4.3
TenayaLake,3971-22,NumStems,Timberline,3.3
TenayaLake,3971-23,StemLength,Stanford,44
TenayaLake,3971-23,StemLength,Mather,36
TenayaLake,3971-23,StemLength,Timberline,38
TenayaLake,3971-23,NumStems,Stanford,7
TenayaLake,3971-23,NumStems,Mather,8.3
TenayaLake,3971-23,NumStems,Timberline,9.3
TenayaLake,3971-24,StemLength,Stanford,40
TenayaLake,3971-24,StemLength,Mather,43
TenayaLake,3971-24,StemLength,Timberline,32
TenayaLake,3971-24,NumStems,Stanford,7
TenayaLake,3971-24,NumStems,Mather,8.7
TenayaLake,3971-24,NumStems,Timberline,4.3
TenayaLake,3971-25,StemLength,Stanford,32
TenayaLake,3971-25,StemLength,Mather,39
TenayaLake,3971-25,StemLength,Timberline,35
TenayaLake,3971-25,NumStems,Stanford,11.3
TenayaLake,3971-25,NumStems,Mather,2.5
TenayaLake,3971-25,NumStems,Timberline,7.7
TenayaLake,3971-26,StemLength,Stanford,45
TenayaLake,3971-26,StemLength,Mather,32
TenayaLake,3971-26,StemLength,Timberline,38
TenayaLake,3971-26,NumStems,Stanford,7.3
TenayaLake,3971-26,NumStems,Mather,3
TenayaLake,3971-26,NumStems,Timberline,5.7
TenayaLake,3971-27,StemLength,Stanford,22
TenayaLake,3971-27,StemLength,Mather,33
TenayaLake,3971-27,StemLength,Timberline,0
TenayaLake,3971-27,NumStems,Stanford,2.3
TenayaLake,3971-27,NumStems,Mather,3
TenayaLake,3971-27,NumStems,Timberline,0
TenayaLake,3971-28,StemLength,Stanford,26
TenayaLake,3971-28,StemLength,Mather,43
TenayaLake,3971-28,StemLength,Timberline,35
TenayaLake,3971-28,NumStems,Stanford,14
TenayaLake,3971-28,NumStems,Mather,21
TenayaLake,3971-28,NumStems,Timberline,11
TenayaLake,3971-29,StemLength,Stanford,36
TenayaLake,3971-29,StemLength,Mather,41
TenayaLake,3971-29,StemLength,Timberline,21
TenayaLake,3971-29,NumStems,Stanford,9.3
TenayaLake,3971-29,NumStems,Mather,22.7
TenayaLake,3971-29,NumStems,Timberline,6.7
TenayaLake,3971-30,StemLength,Stanford,24
TenayaLake,3971-30,StemLength,Mather,38
TenayaLake,3971-30,StemLength,Timberline,27
TenayaLake,3971-30,NumStems,Stanford,16.7
TenayaLake,3971-30,NumStems,Mather,5.7
TenayaLake,3971-30,NumStems,Timberline,5.7
Timberline,3780-1,StemLength,Stanford,36
Timberline,3780-1,StemLength,Mather,34
Timberline,3780-1,StemLength,Timberline,34
Timberline,3780-1,NumStems,Stanford,0.8
Timberline,3780-1,NumStems,Mather,1
Timberline,3780-1,NumStems,Timberline,1.7
Timberline,3780-2,StemLength,Stanford,0
Timberline,3780-2,StemLength,Mather,23
Timberline,3780-2,StemLength,Timberline,24
Timberline,3780-2,NumStems,Stanford,0
Timberline,3780-2,NumStems,Mather,1
Timberline,3780-2,NumStems,Timberline,1
Timberline,3780-3,StemLength,Stanford,32
Timberline,3780-3,StemLength,Mather,0
Timberline,3780-3,StemLength,Timberline,24
Timberline,3780-3,NumStems,Stanford,3
Timberline,3780-3,NumStems,Mather,0
Timberline,3780-3,NumStems,Timberline,1
Timberline,3780-4,StemLength,Stanford,24
Timberline,3780-4,StemLength,Mather,0
Timberline,3780-4,StemLength,Timberline,30
Timberline,3780-4,NumStems,Stanford,5
Timberline,3780-4,NumStems,Mather,0
Timberline,3780-4,NumStems,Timberline,3
Timberline,3780-5,StemLength,Stanford,13
Timberline,3780-5,StemLength,Mather,22
Timberline,3780-5,StemLength,Timberline,19
Timberline,3780-5,NumStems,Stanford,9.5
Timberline,3780-5,NumStems,Mather,5
Timberline,3780-5,NumStems,Timberline,1.7
Timberline,3780-6,StemLength,Stanford,13
Timberline,3780-6,StemLength,Mather,18
Timberline,3780-6,StemLength,Timberline,22
Timberline,3780-6,NumStems,Stanford,5
Timberline,3780-6,NumStems,Mather,3
Timberline,3780-6,NumStems,Timberline,4
Timberline,3780-7,StemLength,Stanford,18
