Population,Plant,Trait,TransplantSite,TraitValue
Timberline,3780-7,StemLength,Mather,0
Timberline,3780-7,StemLength,Timberline,15
Timberline,3780-7,NumStems,Stanford,2.5
Timberline,3780-7,NumStems,Mather,0
Timberline,3780-7,NumStems,Timberline,1.7
Timberline,3780-8,StemLength,Stanford,9
Timberline,3780-8,StemLength,Mather,0
Timberline,3780-8,StemLength,Timberline,18
Timberline,3780-8,NumStems,Stanford,0.3
Timberline,3780-8,NumStems,Mather,0
Timberline,3780-8,NumStems,Timberline,3.3
Timberline,3780-9,StemLength,Stanford,28
Timberline,3780-9,StemLength,Mather,29
Timberline,3780-9,StemLength,Timberline,21
Timberline,3780-9,NumStems,Stanford,12
Timberline,3780-9,NumStems,Mather,3.7
Timberline,3780-9,NumStems,Timberline,2.3
Timberline,3780-10,StemLength,Stanford,21
Timberline,3780-10,StemLength,Mather,0
Timberline,3780-10,StemLength,Timberline,27
Timberline,3780-10,NumStems,Stanford,5.3
Timberline,3780-10,NumStems,Mather,0
Timberline,3780-10,NumStems,Timberline,4.7
Timberline,3780-11,StemLength,Stanford,6
Timberline,3780-11,StemLength,Mather,26
Timberline,3780-11,StemLength,Timberline,24
Timberline,3780-11,NumStems,Stanford,0.3
Timberline,3780-11,NumStems,Mather,9
Timberline,3780-11,NumStems,Timberline,4.3
Timberline,3780-12,StemLength,Stanford,14
Timberline,3780-12,StemLength,Mather,39
Timberline,3780-12,StemLength,Timberline,20
Timberline,3780-12,NumStems,Stanford,4
Timberline,3780-12,NumStems,Mather,17
Timberline,3780-12,NumStems,Timberline,3.7
Timberline,3780-13,StemLength,Stanford,19
Timberline,3780-13,StemLength,Mather,28
Timberline,3780-13,StemLength,Timberline,10
Timberline,3780-13,NumStems,Stanford,4
Timberline,3780-13,NumStems,Mather,2
Timberline,3780-13,NumStems,Timberline,0.3
Timberline,3780-14,StemLength,Stanford,16
Timberline,3780-14,StemLength,Mather,40
Timberline,3780-14,StemLength,Timberline,36
Timberline,3780-14,NumStems,Stanford,0.5
Timberline,3780-14,NumStems,Mather,16
Timberline,3780-14,NumStems,Timberline,6.7
Timberline,3780-16,StemLength,Stanford,15
Timberline,3780-16,StemLength,Mather,0
Timberline,3780-16,StemLength,Timberline,0
Timberline,3780-16,NumStems,Stanford,0.5
Timberline,3780-16,NumStems,Mather,0
Timberline,3780-16,NumStems,Timberline,0
Timberline,3780-17,StemLength,Stanford,13
Timberline,3780-17,StemLength,Mather,25
Timberline,3780-17,StemLength,Timberline,21
Timberline,3780-17,NumStems,Stanford,3.2
Timberline,3780-17,NumStems,Mather,1
Timberline,3780-17,NumStems,Timberline,3.3
Timberline,3780-18,StemLength,Stanford,32
Timberline,3780-18,StemLength,Mather,43
Timberline,3780-18,StemLength,Timberline,20
Timberline,3780-18,NumStems,Stanford,11.7
Timberline,3780-18,NumStems,Mather,10.3
Timberline,3780-18,NumStems,Timberline,2
Timberline,3780-19,StemLength,Stanford,32
Timberline,3780-19,StemLength,Mather,36
Timberline,3780-19,StemLength,Timberline,29
Timberline,3780-19,NumStems,Stanford,7.7
Timberline,3780-19,NumStems,Mather,8
Timberline,3780-19,NumStems,Timberline,2.7
Timberline,3780-20,StemLength,Stanford,20
Timberline,3780-20,StemLength,Mather,43
Timberline,3780-20,StemLength,Timberline,27
Timberline,3780-20,NumStems,Stanford,2.7
Timberline,3780-20,NumStems,Mather,16
Timberline,3780-20,NumStems,Timberline,4.3
Timberline,3780-21,StemLength,Stanford,32
Timberline,3780-21,StemLength,Mather,0
Timberline,3780-21,StemLength,Timberline,25
Timberline,3780-21,NumStems,Stanford,3.5
Timberline,3780-21,NumStems,Mather,0
Timberline,3780-21,NumStems,Timberline,1
Timberline,3780-22,StemLength,Stanford,29
Timberline,3780-22,StemLength,Mather,0
Timberline,3780-22,StemLength,Timberline,29
Timberline,3780-22,NumStems,Stanford,8
Timberline,3780-22,NumStems,Mather,0
Timberline,3780-22,NumStems,Timberline,4.7
Timberline,3780-23,StemLength,Stanford,28
Timberline,3780-23,StemLength,Mather,32
Timberline,3780-23,StemLength,Timberline,27
Timberline,3780-23,NumStems,Stanford,5.5
Timberline,3780-23,NumStems,Mather,4.5
Timberline,3780-23,NumStems,Timberline,2
Timberline,3780-24,StemLength,Stanford,29
Timberline,3780-24,StemLength,Mather,30
Timberline,3780-24,StemLength,Timberline,22
Timberline,3780-24,NumStems,Stanford,0.3
Timberline,3780-24,NumStems,Mather,6.5
Timberline,3780-24,NumStems,Timberline,1.3
Timberline,3780-25,StemLength,Stanford,19
Timberline,3780-25,StemLength,Mather,27
Timberline,3780-25,StemLength,Timberline,23
Timberline,3780-25,NumStems,Stanford,1.3
Timberline,3780-25,NumStems,Mather,2.7
Timberline,3780-25,NumStems,Timberline,1
Timberline,3780-26,StemLength,Stanford,24
Timberline,3780-26,StemLength,Mather,27
Timberline,3780-26,StemLength,Timberline,30
Timberline,3780-26,NumStems,Stanford,1
Timberline,3780-26,NumStems,Mather,1
Timberline,3780-26,NumStems,Timberline,0.7
Timberline,3780-28,StemLength,Stanford,17
Timberline,3780-28,StemLength,Mather,40
Timberline,3780-28,StemLength,Timberline,16
Timberline,3780-28,NumStems,Stanford,0.3
Timberline,3780-28,NumStems,Mather,4
Timberline,3780-28,NumStems,Timberline,0.3
Timberline,3780-29,StemLength,Stanford,19
Timberline,3780-29,StemLength,Mather,36
Timberline,3780-29,StemLength,Timberline,20
Timberline,3780-29,NumStems,Stanford,1
Timberline,3780-29,NumStems,Mather,29
Timberline,3780-29,NumStems,Timberline,1
Timberline,3780-30,StemLength,Stanford,15
Timberline,3780-30,StemLength,Mather,34
Timberline,3780-30,StemLength,Timberline,27
Timberline,3780-30,NumStems,Stanford,0.3
Timberline,3780-30,NumStems,Mather,1.5
Timberline,3780-30,NumStems,Timberline,2.7
TuolumneMeaows,3972-1,StemLength,Stanford,29
TuolumneMeaows,3972-1,StemLength,Mather,31
TuolumneMeaows,3972-1,StemLength,Timberline,16
TuolumneMeaows,3972-1,NumStems,Stanford,12.7
TuolumneMeaows,3972-1,NumStems,Mather,7.3
TuolumneMeaows,3972-1,NumStems,Timberline,1.3
TuolumneMeaows,3972-2,StemLength,Stanford,29
TuolumneMeaows,3972-2,StemLength,Mather,24
TuolumneMeaows,3972-2,StemLength,Timberline,0
TuolumneMeaows,3972-2,NumStems,Stanford,1
TuolumneMeaows,3972-2,NumStems,Mather,4
TuolumneMeaows,3972-2,NumStems,Timberline,0
TuolumneMeaows,3972-3,StemLength,Stanford,18
TuolumneMeaows,3972-3,StemLength,Mather,0
TuolumneMeaows,3972-3,StemLength,Timberline,0
TuolumneMeaows,3972-3,NumStems,Stanford,1.3
TuolumneMeaows,3972-3,NumStems,Mather,0
TuolumneMeaows,3972-3,NumStems,Timberline,0
TuolumneMeaows,3972-4,StemLength,Stanford,20
TuolumneMeaows,3972-4,StemLength,Mather,19
TuolumneMeaows,3972-4,StemLength,Timberline,21
TuolumneMeaows,3972-4,NumStems,Stanford,2.3
TuolumneMeaows,3972-4,NumStems,Mather,3
TuolumneMeaows,3972-4,NumStems,Timberline,3.3
TuolumneMeaows,3972-5,StemLength,Stanford,37
TuolumneMeaows,3972-5,StemLength,Mather,36
TuolumneMeaows,3972-5,StemLength,Timberline,32
TuolumneMeaows,3972-5,NumStems,Stanford,3.3
TuolumneMeaows,3972-5,NumStems,Mather,8
TuolumneMeaows,3972-5,NumStems,Timberline,2
TuolumneMeaows,3972-6,StemLength,Stanford,20
TuolumneMeaows,3972-6,StemLength,Mather,28
TuolumneMeaows,3972-6,StemLength,Timberline,36
TuolumneMeaows,3972-6,NumStems,Stanford,1.7
TuolumneMeaows,3972-6,NumStems,Mather,4.5
TuolumneMeaows,3972-6,NumStems,Timberline,5.3
TuolumneMeaows,3972-7,StemLength,Stanford,27
TuolumneMeaows,3972-7,StemLength,Mather,33
TuolumneMeaows,3972-7,StemLength,Timberline,29
TuolumneMeaows,3972-7,NumStems,Stanford,5.3
TuolumneMeaows,3972-7,NumStems,Mather,7.3
TuolumneMeaows,3972-7,NumStems,Timberline,4.7
TuolumneMeaows,3972-8,StemLength,Stanford,28
TuolumneMeaows,3972-8,StemLength,Mather,30
TuolumneMeaows,3972-8,StemLength,Timberline,32
TuolumneMeaows,3972-8,NumStems,Stanford,1
TuolumneMeaows,3972-8,NumStems,Mather,7
TuolumneMeaows,3972-8,NumStems,Timberline,1.7
TuolumneMeaows,3972-9,StemLength,Stanford,9
TuolumneMeaows,3972-9,StemLength,Mather,20
TuolumneMeaows,3972-9,StemLength,Timberline,21
TuolumneMeaows,3972-9,NumStems,Stanford,1
TuolumneMeaows,3972-9,NumStems,Mather,1.7
TuolumneMeaows,3972-9,NumStems,Timberline,10
TuolumneMeaows,3972-10,StemLength,Stanford,18
TuolumneMeaows,3972-10,StemLength,Mather,29
TuolumneMeaows,3972-10,StemLength,Timberline,34
TuolumneMeaows,3972-10,NumStems,Stanford,2
TuolumneMeaows,3972-10,NumStems,Mather,5.7
TuolumneMeaows,3972-10,NumStems,Timberline,3
TuolumneMeaows,3972-11,StemLength,Stanford,18
TuolumneMeaows,3972-11,StemLength,Mather,26
TuolumneMeaows,3972-11,StemLength,Timberline,28
TuolumneMeaows,3972-11,NumStems,Stanford,4
TuolumneMeaows,3972-11,NumStems,Mather,13
TuolumneMeaows,3972-11,NumStems,Timberline,8
TuolumneMeaows,3972-12,StemLength,Stanford,14
TuolumneMeaows,3972-12,StemLength,Mather,27
TuolumneMeaows,3972-12,StemLength,Timberline,35
TuolumneMeaows,3972-12,NumStems,Stanford,2.3
TuolumneMeaows,3972-12,NumStems,Mather,5.3
TuolumneMeaows,3972-12,NumStems,Timberline,13.7
TuolumneMeaows,3972-13,StemLength,Stanford,41
TuolumneMeaows,3972-13,StemLength,Mather,42
TuolumneMeaows,3972-13,StemLength,Timberline,31
TuolumneMeaows,3972-13,NumStems,Stanford,10.3
TuolumneMeaows,3972-13,NumStems,Mather,21.3
TuolumneMeaows,3972-13,NumStems,Timberline,4
TuolumneMeaows,3972-14,StemLength,Stanford,29
TuolumneMeaows,3972-14,StemLength,Mather,32
TuolumneMeaows,3972-14,StemLength,Timberline,28
TuolumneMeaows,3972-14,NumStems,Stanford,3
TuolumneMeaows,3972-14,NumStems,Mather,4
TuolumneMeaows,3972-14,NumStems,Timberline,2.3
TuolumneMeaows,3972-15,StemLength,Stanford,29
TuolumneMeaows,3972-15,StemLength,Mather,29
TuolumneMeaows,3972-15,StemLength,Timberline,39
TuolumneMeaows,3972-15,NumStems,Stanford,0
TuolumneMeaows,3972-15,NumStems,Mather,5.5
TuolumneMeaows,3972-15,NumStems,Timberline,10.7
TuolumneMeaows,3972-16,StemLength,Stanford,25
TuolumneMeaows,3972-16,StemLength,Mather,39
TuolumneMeaows,3972-16,StemLength,Timberline,31
TuolumneMeaows,3972-16,NumStems,Stanford,3
TuolumneMeaows,3972-16,NumStems,Mather,7
TuolumneMeaows,3972-16,NumStems,Timberline,0.7
TuolumneMeaows,3972-17,StemLength,Stanford,15
TuolumneMeaows,3972-17,StemLength,Mather,36
TuolumneMeaows,3972-17,StemLength,Timberline,23
TuolumneMeaows,3972-17,NumStems,Stanford,2
TuolumneMeaows,3972-17,NumStems,Mather,18.3
TuolumneMeaows,3972-17,NumStems,Timberline,0.7
TuolumneMeaows,3972-18,StemLength,Stanford,34
TuolumneMeaows,3972-18,StemLength,Mather,42
TuolumneMeaows,3972-18,StemLength,Timberline,32
TuolumneMeaows,3972-18,NumStems,Stanford,1.7
TuolumneMeaows,3972-18,NumStems,Mather,14.7
TuolumneMeaows,3972-18,NumStems,Timberline,6.3
TuolumneMeaows,3972-19,StemLength,Stanford,19
TuolumneMeaows,3972-19,StemLength,Mather,39
TuolumneMeaows,3972-19,StemLength,Timberline,29
TuolumneMeaows,3972-19,NumStems,Stanford,1.3
TuolumneMeaows,3972-19,NumStems,Mather,30
TuolumneMeaows,3972-19,NumStems,Timberline,1.7
TuolumneMeaows,3972-20,StemLength,Stanford,40
TuolumneMeaows,3972-20,StemLength,Mather,43
TuolumneMeaows,3972-20,StemLength,Timberline,26
TuolumneMeaows,3972-20,NumStems,Stanford,14
TuolumneMeaows,3972-20,NumStems,Mather,58
TuolumneMeaows,3972-20,NumStems,Timberline,8
TuolumneMeaows,3972-21,StemLength,Stanford,0
TuolumneMeaows,3972-21,StemLength,Mather,31
TuolumneMeaows,3972-21,StemLength,Timberline,29
TuolumneMeaows,3972-21,NumStems,Stanford,0
TuolumneMeaows,3972-21,NumStems,Mather,2
TuolumneMeaows,3972-21,NumStems,Timberline,6
TuolumneMeaows,3972-22,StemLength,Stanford,18
TuolumneMeaows,3972-22,StemLength,Mather,45
TuolumneMeaows,3972-22,StemLength,Timberline,38
TuolumneMeaows,3972-22,NumStems,Stanford,3.3
TuolumneMeaows,3972-22,NumStems,Mather,14.5
TuolumneMeaows,3972-22,NumStems,Timberline,6.7
TuolumneMeaows,3972-23,StemLength,Stanford,18
TuolumneMeaows,3972-23,StemLength,Mather,26
TuolumneMeaows,3972-23,StemLength,Timberline,19
TuolumneMeaows,3972-23,NumStems,Stanford,1.7
TuolumneMeaows,3972-23,NumStems,Mather,6
TuolumneMeaows,3972-23,NumStems,Timberline,1.7
TuolumneMeaows,3972-24,StemLength,Stanford,31
TuolumneMeaows,3972-24,StemLength,Mather,35
TuolumneMeaows,3972-24,StemLength,Timberline,26
TuolumneMeaows,3972-24,NumStems,Stanford,17.3
TuolumneMeaows,3972-24,NumStems,Mather,42
TuolumneMeaows,3972-24,NumStems,Timberline,11
TuolumneMeaows,3972-25,StemLength,Stanford,32
TuolumneMeaows,3972-25,StemLength,Mather,39
TuolumneMeaows,3972-25,StemLength,Timberline,28
TuolumneMeaows,3972-25,NumStems,Stanford,3
TuolumneMeaows,3972-25,NumStems,Mather,39.3
TuolumneMeaows,3972-25,NumStems,Timberline,18.3
TuolumneMeaows,3972-26,StemLength,Stanford,20
TuolumneMeaows,3972-26,StemLength,Mather,29
TuolumneMeaows,3972-26,StemLength,Timberline,18
TuolumneMeaows,3972-26,NumStems,Stanford,5.3
TuolumneMeaows,3972-26,NumStems,Mather,10.3
TuolumneMeaows,3972-26,NumStems,Timberline,1
TuolumneMeaows,3972-27,StemLength,Stanford,0
TuolumneMeaows,3972-27,StemLength,Mather,39
TuolumneMeaows,3972-27,StemLength,Timberline,33
TuolumneMeaows,3972-27,NumStems,Stanford,0
TuolumneMeaows,3972-27,NumStems,Mather,5.7
TuolumneMeaows,3972-27,NumStems,Timberline,5.3
TuolumneMeaows,3972-28,StemLength,Stanford,25
TuolumneMeaows,3972-28,StemLength,Mather,20
TuolumneMeaows,3972-28,StemLength,Timberline,19
TuolumneMeaows,3972-28,NumStems,Stanford,2.3
TuolumneMeaows,3972-28,NumStems,Mather,1
TuolumneMeaows,3972-28,NumStems,Timberline,3.7
TuolumneMeaows,3972-29,StemLength,Stanford,22
TuolumneMeaows,3972-29,StemLength,Mather,43
TuolumneMeaows,3972-29,StemLength,Timberline,31
TuolumneMeaows,3972-29,NumStems,Stanford,8.7
TuolumneMeaows,3972-29,NumStems,Mather,19
TuolumneMeaows,3972-29,NumStems,Timberline,17.3
TuolumneMeaows,3972-30,StemLength,Stanford,25
TuolumneMeaows,3972-30,StemLength,Mather,36
TuolumneMeaows,3972-30,StemLength,Timberline,32
TuolumneMeaows,3972-30,NumStems,Stanford,5.7
TuolumneMeaows,3972-30,NumStems,Mather,1.3
TuolumneMeaows,3972-30,NumStems,Timberline,6.3
Yosemite,3970-1,StemLength,Stanford,52
Yosemite,3970-1,StemLength,Mather,49
Yosemite,3970-1,StemLength,Timberline,24
Yosemite,3970-1,NumStems,Stanford,10.3
Yosemite,3970-1,NumStems,Mather,2
Yosemite,3970-1,NumStems,Timberline,0.3
Yosemite,3970-2,StemLength,Stanford,67
Yosemite,3970-2,StemLength,Mather,58
Yosemite,3970-2,StemLength,Timberline,30
Yosemite,3970-2,NumStems,Stanford,3
Yosemite,3970-2,NumStems,Mather,10.3
Yosemite,3970-2,NumStems,Timberline,1.3
Yosemite,3970-3,StemLength,Stanford,59
Yosemite,3970-3,StemLength,Mather,52
Yosemite,3970-3,StemLength,Timberline,15
Yosemite,3970-3,NumStems,Stanford,9.3
Yosemite,3970-3,NumStems,Mather,3.7
Yosemite,3970-3,NumStems,Timberline,1.3
Yosemite,3970-4,StemLength,Stanford,68
Yosemite,3970-4,StemLength,Mather,65
Yosemite,3970-4,StemLength,Timberline,0
Yosemite,3970-4,NumStems,Stanford,8
Yosemite,3970-4,NumStems,Mather,28
Yosemite,3970-4,NumStems,Timberline,0
Yosemite,3970-5,StemLength,Stanford,36
Yosemite,3970-5,StemLength,Mather,42
Yosemite,3970-5,StemLength,Timberline,0
Yosemite,3970-5,NumStems,Stanford,12.7
Yosemite,3970-5,NumStems,Mather,5.5
Yosemite,3970-5,NumStems,Timberline,0.7
Yosemite,3970-6,StemLength,Stanford,61
Yosemite,3970-6,StemLength,Mather,0
Yosemite,3970-6,StemLength,Timberline,26
Yosemite,3970-6,NumStems,Stanford,6.7
Yosemite,3970-6,NumStems,Mather,0
Yosemite,3970-6,NumStems,Timberline,0.7
Yosemite,3970-7,StemLength,Stanford,31
Yosemite,3970-7,StemLength,Mather,52
Yosemite,3970-7,StemLength,Timberline,0
Yosemite,3970-7,NumStems,Stanford,9.3
Yosemite,3970-7,NumStems,Mather,13
Yosemite,3970-7,NumStems,Timberline,0
Yosemite,3970-8,StemLength,Stanford,16
Yosemite,3970-8,StemLength,Mather,46
Yosemite,3970-8,StemLength,Timberline,34
Yosemite,3970-8,NumStems,Stanford,1
Yosemite,3970-8,NumStems,Mather,1.3
Yosemite,3970-8,NumStems,Timberline,2.7
Yosemite,3970-9,StemLength,Stanford,47
Yosemite,3970-9,StemLength,Mather,65
Yosemite,3970-9,StemLength,Timberline,25
Yosemite,3970-9,NumStems,Stanford,13.7
Yosemite,3970-9,NumStems,Mather,16.7
Yosemite,3970-9,NumStems,Timberline,3.3
Yosemite,3970-10,StemLength,Stanford,25
Yosemite,3970-10,StemLength,Mather,48
Yosemite,3970-10,StemLength,Timberline,35
Yosemite,3970-10,NumStems,Stanford,3
Yosemite,3970-10,NumStems,Mather,16
Yosemite,3970-10,NumStems,Timberline,7.3
Yosemite,3970-11,StemLength,Stanford,64
Yosemite,3970-11,StemLength,Mather,56
Yosemite,3970-11,StemLength,Timberline,29
Yosemite,3970-11,NumStems,Stanford,15.3
Yosemite,3970-11,NumStems,Mather,9.7
Yosemite,3970-11,NumStems,Timberline,4.7
Yosemite,3970-12,StemLength,Stanford,43
Yosemite,3970-12,StemLength,Mather,57
Yosemite,3970-12,StemLength,Timberline,38
Yosemite,3970-12,NumStems,Stanford,7
Yosemite,3970-12,NumStems,Mather,9.7
Yosemite,3970-12,NumStems,Timberline,4
Yosemite,3970-13,StemLength,Stanford,32
Yosemite,3970-13,StemLength,Mather,57
Yosemite,3970-13,StemLength,Timberline,36
Yosemite,3970-13,NumStems,Stanford,2.7
Yosemite,3970-13,NumStems,Mather,12
Yosemite,3970-13,NumStems,Timberline,7
Yosemite,3970-14,StemLength,Stanford,47
Yosemite,3970-14,StemLength,Mather,62
Yosemite,3970-14,StemLength,Timberline,23
Yosemite,3970-14,NumStems,Stanford,4
Yosemite,3970-14,NumStems,Mather,11
Yosemite,3970-14,NumStems,Timberline,0.7
Yosemite,3970-15,StemLength,Stanford,14
Yosemite,3970-15,StemLength,Mather,62
Yosemite,3970-15,StemLength,Timberline,40
Yosemite,3970-15,NumStems,Stanford,0.3
Yosemite,3970-15,NumStems,Mather,24
Yosemite,3970-15,NumStems,Timberline,6.3
Yosemite,3970-16,StemLength,Stanford,53
Yosemite,3970-16,StemLength,Mather,63
Yosemite,3970-16,StemLength,Timberline,37
Yosemite,3970-16,NumStems,Stanford,10
Yosemite,3970-16,NumStems,Mather,7.3
Yosemite,3970-16,NumStems,Timberline,3
Yosemite,3970-17,StemLength,Stanford,42
Yosemite,3970-17,StemLength,Mather,53
Yosemite,3970-17,StemLength,Timberline,35
Yosemite,3970-17,NumStems,Stanford,6.3
Yosemite,3970-17,NumStems,Mather,21.7
Yosemite,3970-17,NumStems,Timberline,7
Yosemite,3970-18,StemLength,Stanford,52
Yosemite,3970-18,StemLength,Mather,57
Yosemite,3970-18,StemLength,Timberline,20
Yosemite,3970-18,NumStems,Stanford,10.7
Yosemite,3970-18,NumStems,Mather,23.7
Yosemite,3970-18,NumStems,Timberline,1.7
Yosemite,3970-19,StemLength,Stanford,57
Yosemite,3970-19,StemLength,Mather,64
Yosemite,3970-19,StemLength,Timberline,36
Yosemite,3970-19,NumStems,Stanford,28.3
Yosemite,3970-19,NumStems,Mather,44.3
Yosemite,3970-19,NumStems,Timberline,6
Yosemite,3970-20,StemLength,Stanford,32
Yosemite,3970-20,StemLength,Mather,45
Yosemite,3970-20,StemLength,Timberline,21
Yosemite,3970-20,NumStems,Stanford,6.3
Yosemite,3970-20,NumStems,Mather,25.7
Yosemite,3970-20,NumStems,Timberline,8
Yosemite,3970-21,StemLength,Stanford,44
Yosemite,3970-21,StemLength,Mather,60
Yosemite,3970-21,StemLength,Timberline,30
Yosemite,3970-21,NumStems,Stanford,1.7
Yosemite,3970-21,NumStems,Mather,21
Yosemite,3970-21,NumStems,Timberline,6.3
Yosemite,3970-22,StemLength,Stanford,44
Yosemite,3970-22,StemLength,Mather,65
Yosemite,3970-22,StemLength,Timberline,28
Yosemite,3970-22,NumStems,Stanford,3
Yosemite,3970-22,NumStems,Mather,13.3
Yosemite,3970-22,NumStems,Timberline,2.7
Yosemite,3970-23,StemLength,Stanford,27
Yosemite,3970-23,StemLength,Mather,58
Yosemite,3970-23,StemLength,Timberline,37
Yosemite,3970-23,NumStems,Stanford,1.7
Yosemite,3970-23,NumStems,Mather,12.7
Yosemite,3970-23,NumStems,Timberline,7
Yosemite,3970-24,StemLength,Stanford,47
Yosemite,3970-24,StemLength,Mather,84
Yosemite,3970-24,StemLength,Timberline,23
Yosemite,3970-24,NumStems,Stanford,4.3
Yosemite,3970-24,NumStems,Mather,20
Yosemite,3970-24,NumStems,Timberline,0.7
Yosemite,3970-25,StemLength,Stanford,49
Yosemite,3970-25,StemLength,Mather,59
Yosemite,3970-25,StemLength,Timberline,37
Yosemite,3970-25,NumStems,Stanford,6
Yosemite,3970-25,NumStems,Mather,15.7
Yosemite,3970-25,NumStems,Timberline,2.3
Yosemite,3970-26,StemLength,Stanford,29
Yosemite,3970-26,StemLength,Mather,61
Yosemite,3970-26,StemLength,Timberline,32
Yosemite,3970-26,NumStems,Stanford,1
Yosemite,3970-26,NumStems,Mather,16.7
Yosemite,3970-26,NumStems,Timberline,3.3
Yosemite,3970-27,StemLength,Stanford,47
Yosemite,3970-27,StemLength,Mather,45
Yosemite,3970-27,StemLength,Timberline,45
Yosemite,3970-27,NumStems,Stanford,0.3
Yosemite,3970-27,NumStems,Mather,7
Yosemite,3970-27,NumStems,Timberline,12
Yosemite,3970-28,StemLength,Stanford,0
Yosemite,3970-28,StemLength,Mather,58
Yosemite,3970-28,StemLength,Timberline,0
Yosemite,3970-28,NumStems,Stanford,0
Yosemite,3970-28,NumStems,Mather,4
Yosemite,3970-28,NumStems,Timberline,0
Yosemite,3970-29,StemLength,Stanford,26
Yosemite,3970-29,StemLength,Mather,53
Yosemite,3970-29,StemLength,Timberline,40
Yosemite,3970-29,NumStems,Stanford,1.3
Yosemite,3970-29,NumStems,Mather,14.7
Yosemite,3970-29,NumStems,Timberline,4.3
Yosemite,3970-30,StemLength,Stanford,24
Yosemite,3970-30,StemLength,Mather,33
Yosemite,3970-30,StemLength,Timberline,24
Yosemite,3970-30,NumStems,Stanford,4.7
Yosemite,3970-30,NumStems,Mather,4.7
Yosemite,3970-30,NumStems,Timberline,1.3
